Time (s),Yaw,Front Roll,Rear Roll,Ride Name,Notes
0.0,1.13,1.85,3.54,"Horry, straight, low speed",
0.059357,1.0599999999999996,1.85,3.47,"Horry, straight, low speed",
0.160469,0.6900000000000004,1.97,3.47,"Horry, straight, low speed",
0.261551,0.5599999999999996,1.66,2.85,"Horry, straight, low speed",
0.359668,1.1899999999999995,1.29,2.66,"Horry, straight, low speed",
0.460754,1.3200000000000003,1.04,2.41,"Horry, straight, low speed",
0.561828,1.4300000000000006,0.85,2.16,"Horry, straight, low speed",
0.659933,1.5,0.66,1.97,"Horry, straight, low speed",
0.761033,1.8099999999999996,0.47,1.79,"Horry, straight, low speed",
0.862114,2.0600000000000005,0.35,1.72,"Horry, straight, low speed",
0.960289,2.1799999999999997,0.6,1.97,"Horry, straight, low speed",
1.0616,1.3100000000000005,1.29,2.35,"Horry, straight, low speed",
1.159797,0.5,1.91,2.66,"Horry, straight, low speed",
1.260945,0.120000000000001,2.16,2.66,"Horry, straight, low speed",
1.362045,0.13000000000000078,2.22,2.6,"Horry, straight, low speed",
1.460261,0.3699999999999992,2.1,2.47,"Horry, straight, low speed",
1.561359,0.75,2.04,2.47,"Horry, straight, low speed",
1.659558,0.9399999999999995,2.1,2.54,"Horry, straight, low speed",
1.760705,0.9400000000000013,2.35,2.66,"Horry, straight, low speed",
1.861811,0.75,2.6,2.79,"Horry, straight, low speed",
1.959932,0.4399999999999995,2.97,2.97,"Horry, straight, low speed",
2.06116,0.3800000000000008,3.22,3.1,"Horry, straight, low speed",
2.162289,-0.129999999999999,3.66,3.29,"Horry, straight, low speed",
2.260359,-0.25,4.04,3.47,"Horry, straight, low speed",
2.361455,-0.3800000000000008,4.29,3.6,"Horry, straight, low speed",
2.459572,-0.629999999999999,4.6,3.79,"Horry, straight, low speed",
2.560676,-0.870000000000001,5.04,3.97,"Horry, straight, low speed",
2.661775,0.0,5.35,4.1,"Horry, straight, low speed",
2.759927,-0.25,5.66,4.22,"Horry, straight, low speed",
2.861137,-0.1299999999999999,5.97,4.47,"Horry, straight, low speed",
2.962213,-0.31999999999999984,6.35,4.79,"Horry, straight, low speed",
3.060766,-0.5,6.79,5.04,"Horry, straight, low speed",
3.161921,-0.75,7.41,5.47,"Horry, straight, low speed",
3.260032,-2.0,8.22,5.85,"Horry, straight, low speed",
3.36117,-3.750000000000001,8.97,6.04,"Horry, straight, low speed",
