Time (s),Yaw,Front Roll,Rear Roll,Ride Name,Notes
0.0,0.75,5.24,3.31,straight 4 long,
0.065528,-1.25,5.99,3.62,straight 4 long,
0.167095,-2.43,6.81,3.99,straight 4 long,
0.265639,-0.8700000000000001,6.62,3.99,straight 4 long,
0.367214,-1.25,6.74,4.06,straight 4 long,
0.465733,-2.32,7.43,4.37,straight 4 long,
0.567251,-2.69,7.49,4.37,straight 4 long,
0.665852,-3.06,7.56,4.56,straight 4 long,
0.767392,-7.6899999999999995,8.62,4.18,straight 4 long,
0.865996,-2.62,6.18,3.06,straight 4 long,
0.967497,4.93,3.62,2.56,straight 4 long,
1.065849,4.44,3.99,2.56,straight 4 long,
1.167342,4.4399999999999995,4.12,2.68,straight 4 long,
1.265847,3.1900000000000004,4.99,3.06,straight 4 long,
1.367307,2.4400000000000004,5.56,3.37,straight 4 long,
1.46583,0.9400000000000004,6.37,3.74,straight 4 long,
1.567358,-0.36999999999999966,6.93,3.87,straight 4 long,
1.665939,-0.69,6.99,3.87,straight 4 long,
1.767419,0.31000000000000005,6.62,3.87,straight 4 long,
1.86593,0.25,6.56,3.87,straight 4 long,
1.967431,0.3700000000000001,6.56,3.74,straight 4 long,
2.065742,0.25,6.49,3.62,straight 4 long,
2.167247,1.06,6.06,3.37,straight 4 long,
2.265754,1.5,5.31,3.31,straight 4 long,
2.367305,0.75,5.81,3.56,straight 4 long,
2.46579,-0.31000000000000005,6.24,3.68,straight 4 long,
2.56733,-0.75,6.24,3.49,straight 4 long,
2.665877,0.43999999999999995,5.87,3.49,straight 4 long,
2.76739,0.94,5.81,3.56,straight 4 long,
2.865948,-0.69,6.56,3.74,straight 4 long,
2.967494,-1.1800000000000002,6.74,3.74,straight 4 long,
3.066146,-0.8099999999999999,6.56,3.68,straight 4 long,
3.167644,-0.69,6.62,3.62,straight 4 long,
3.266183,-0.82,6.74,3.43,straight 4 long,
3.367717,-0.56,6.56,3.18,straight 4 long,
3.466233,1.87,5.68,2.99,straight 4 long,
3.56775,2.63,5.56,2.99,straight 4 long,
3.666206,1.56,5.74,2.99,straight 4 long,
3.767786,1.81,5.74,2.93,straight 4 long,
3.866319,4.07,5.31,2.93,straight 4 long,
3.967866,3.0,5.99,3.49,straight 4 long,
4.066842,0.0,7.43,3.74,straight 4 long,
4.165326,-1.37,7.81,3.49,straight 4 long,
4.266896,-0.94,7.37,3.37,straight 4 long,
4.365429,0.81,6.68,3.31,straight 4 long,
4.466981,1.19,6.68,3.37,straight 4 long,
4.565553,0.32,6.99,3.43,straight 4 long,
4.667501,-0.18999999999999995,7.12,3.37,straight 4 long,
4.766163,1.31,6.62,2.87,straight 4 long,
4.867719,1.75,6.56,2.93,straight 4 long,
4.966285,0.8200000000000001,6.99,3.06,straight 4 long,
5.065258,-0.06000000000000005,7.24,3.12,straight 4 long,
5.166752,0.25,7.12,3.06,straight 4 long,
5.265331,0.94,6.87,3.06,straight 4 long,
5.366888,0.75,6.99,3.12,straight 4 long,
5.46543,0.56,6.99,3.12,straight 4 long,
5.56704,0.5,7.12,3.12,straight 4 long,
