Time (s),Yaw,Front Roll,Rear Roll,Ride Name,Notes
0.0,4.310000000000002,3.82,0.82,"CSleft,initial",
0.035666,4.939999999999998,3.14,0.07,"CSleft,initial",
0.134379,7.569999999999993,1.2,-0.68,"CSleft,initial",
0.235694,5.689999999999998,2.14,0.2,"CSleft,initial",
0.336924,5.25,2.39,0.2,"CSleft,initial",
0.435238,4.75,2.2,-0.11,"CSleft,initial",
0.53653,5.310000000000002,1.45,-0.93,"CSleft,initial",
0.634806,6.939999999999998,0.51,-1.18,"CSleft,initial",
0.736159,6.8700000000000045,0.51,-1.3,"CSleft,initial",
0.834399,5.75,0.76,-1.43,"CSleft,initial",
0.935689,7.3799999999999955,0.2,-1.55,"CSleft,initial",
1.036985,8.25,-0.24,-1.49,"CSleft,initial",
1.136106,7.3799999999999955,0.76,-0.68,"CSleft,initial",
1.234397,4.939999999999998,2.32,0.01,"CSleft,initial",
1.335682,4.310000000000002,2.82,0.01,"CSleft,initial",
1.43694,5.689999999999998,1.95,-0.43,"CSleft,initial",
1.535246,6.25,1.39,-0.68,"CSleft,initial",
1.636598,6.060000000000002,1.39,-0.61,"CSleft,initial",
1.734872,6.25,1.26,-0.8,"CSleft,initial",
1.836096,6.560000000000002,1.01,-0.8,"CSleft,initial",
1.934448,6.6200000000000045,1.07,-0.68,"CSleft,initial",
2.035717,5.939999999999998,1.57,-0.49,"CSleft,initial",
2.134779,5.5,1.82,-0.49,"CSleft,initial",
2.236049,6.3700000000000045,1.26,-0.8,"CSleft,initial",
2.334348,7.189999999999998,0.82,-0.8,"CSleft,initial",
2.435614,7.189999999999998,1.07,-0.36,"CSleft,initial",
2.536955,3.6899999999999977,2.45,-0.3,"CSleft,initial",
2.635222,-5.069999999999993,3.95,-3.05,"CSleft,initial",
2.736504,-0.4399999999999977,-1.8,-8.36,"CSleft,initial",
2.834841,7.569999999999993,-10.74,-13.24,"CSleft,initial",
2.936169,11.0,-16.55,-16.36,"CSleft,initial",
3.034511,10.5,-18.99,-18.11,"CSleft,initial",
3.13724,10.819999999999993,-20.11,-18.68,"CSleft,initial",
3.235541,10.439999999999998,-20.3,-18.36,"CSleft,initial",
3.336877,9.75,-19.36,-17.55,"CSleft,initial",
