Time (s),Yaw,Front Roll,Rear Roll,Ride Name,Notes
6.717167,-0.4900000000000001,2.43,1.56,straight 5 long,
6.815736,-0.06000000000000005,2.37,1.62,straight 5 long,
6.917252,-0.4900000000000001,2.56,1.62,straight 5 long,
7.015849,-0.3799999999999999,2.49,1.62,straight 5 long,
7.11743,-0.1299999999999999,2.37,1.62,straight 5 long,
7.216142,0.56,2.18,1.68,straight 5 long,
7.317739,0.0,2.43,1.81,straight 5 long,
7.416332,-0.5,2.68,1.87,straight 5 long,
7.517907,-0.38,2.62,1.93,straight 5 long,
7.616489,-0.37000000000000005,2.62,1.99,straight 5 long,
7.718075,-1.06,2.93,1.93,straight 5 long,
7.816652,-1.4300000000000002,3.06,1.87,straight 5 long,
7.918227,-0.9300000000000002,2.81,1.87,straight 5 long,
8.016758,-0.69,2.49,1.81,straight 5 long,
8.118331,-1.31,2.81,1.81,straight 5 long,
8.217036,-0.6299999999999999,2.43,1.74,straight 5 long,
8.315637,-0.43999999999999995,2.31,1.74,straight 5 long,
8.417261,-0.69,2.37,1.68,straight 5 long,
8.515872,-0.1299999999999999,2.06,1.56,straight 5 long,
8.617446,0.5,1.74,1.56,straight 5 long,
8.715998,0.31000000000000005,1.93,1.81,straight 5 long,
8.817534,-0.5700000000000001,2.43,1.99,straight 5 long,
8.916045,-1.0,2.81,2.18,straight 5 long,
9.017611,-1.5,3.06,2.06,straight 5 long,
9.117038,-2.07,3.24,1.87,straight 5 long,
9.216372,-1.56,2.93,1.74,straight 5 long,
9.317955,-1.31,2.81,1.62,straight 5 long,
9.416528,-1.1800000000000002,2.62,1.49,straight 5 long,
9.518093,-0.6299999999999999,2.31,1.49,straight 5 long,
9.616666,-0.25,2.06,1.49,straight 5 long,
9.718242,-0.43999999999999995,2.18,1.49,straight 5 long,
9.816894,-1.13,2.37,1.31,straight 5 long,
9.918487,-1.44,2.37,0.0,straight 5 long,
10.017104,0.0,0.0,0.0,straight 5 long,
