Time (s),Yaw,Front Roll,Rear Roll,Ride Name,Notes
0.0,1.8199999999999998,1.97,2.47,"Horry, straight, med speed",
0.026569,1.63,1.72,2.35,"Horry, straight, med speed",
0.127798,0.8099999999999999,2.04,2.35,"Horry, straight, med speed",
0.228969,1.5,1.47,1.97,"Horry, straight, med speed",
0.327214,1.44,1.47,1.97,"Horry, straight, med speed",
0.428387,0.81,1.66,1.85,"Horry, straight, med speed",
0.526613,1.0699999999999998,1.29,1.6,"Horry, straight, med speed",
0.627783,1.5099999999999998,0.97,1.41,"Horry, straight, med speed",
0.728957,1.88,0.72,1.35,"Horry, straight, med speed",
0.827523,1.25,1.1,1.6,"Horry, straight, med speed",
0.928714,1.31,1.41,1.72,"Horry, straight, med speed",
1.026845,1.12,1.54,1.91,"Horry, straight, med speed",
1.128004,1.0699999999999998,1.79,2.04,"Horry, straight, med speed",
1.226122,0.5699999999999998,2.29,2.35,"Horry, straight, med speed",
1.327227,0.56,2.35,2.35,"Horry, straight, med speed",
1.428391,1.0,2.22,2.29,"Horry, straight, med speed",
1.526539,0.69,2.41,2.47,"Horry, straight, med speed",
1.627722,-0.25000000000000006,2.97,2.66,"Horry, straight, med speed",
1.728881,-0.07,2.79,2.47,"Horry, straight, med speed",
1.82781,0.56,2.29,2.1,"Horry, straight, med speed",
1.928956,1.0,1.97,1.97,"Horry, straight, med speed",
2.027115,1.19,2.1,2.1,"Horry, straight, med speed",
2.12816,0.76,2.47,2.35,"Horry, straight, med speed",
2.226355,0.75,2.66,2.54,"Horry, straight, med speed",
2.327498,0.43999999999999995,3.1,2.85,"Horry, straight, med speed",
2.428697,-0.31000000000000005,3.54,3.04,"Horry, straight, med speed",
2.526867,-0.49,3.85,3.22,"Horry, straight, med speed",
2.628044,-0.51,3.79,3.1,"Horry, straight, med speed",
2.72624,-0.13,3.66,3.04,"Horry, straight, med speed",
2.82823,0.05999999999999994,3.6,3.04,"Horry, straight, med speed",
2.926408,0.0,3.79,3.22,"Horry, straight, med speed",
