Time (s),Yaw,Front Roll,Rear Roll,Ride Name,Notes
0.0,2.88,90.06,86.62,"Straight, pedaling",
0.029572,0.9999999999999996,91.25,86.94,"Straight, pedaling",
0.128072,0.1200000000000001,91.75,87.12,"Straight, pedaling",
0.229737,-0.18999999999999995,91.75,86.87,"Straight, pedaling",
0.328255,0.06000000000000005,91.5,86.75,"Straight, pedaling",
0.429772,1.3699999999999997,90.69,86.5,"Straight, pedaling",
0.528286,2.94,90.37,86.81,"Straight, pedaling",
0.62975,3.5,90.37,87.12,"Straight, pedaling",
0.728269,2.3800000000000003,91.19,87.44,"Straight, pedaling",
0.829796,-0.37,92.0,87.75,"Straight, pedaling",
0.928367,-0.82,92.37,87.87,"Straight, pedaling",
1.029931,-1.56,92.5,88.12,"Straight, pedaling",
1.128541,-3.4400000000000004,93.37,88.31,"Straight, pedaling",
1.228111,-4.25,93.25,87.87,"Straight, pedaling",
1.32969,-2.3099999999999996,91.94,87.12,"Straight, pedaling",
1.428291,0.69,90.44,86.56,"Straight, pedaling",
1.529857,1.88,89.87,86.37,"Straight, pedaling",
1.628399,1.44,90.0,86.31,"Straight, pedaling",
1.729923,1.94,89.75,86.12,"Straight, pedaling",
1.828464,2.62,89.37,86.12,"Straight, pedaling",
1.929927,2.31,89.62,86.31,"Straight, pedaling",
2.028448,0.94,90.37,86.44,"Straight, pedaling",
2.129875,0.5,90.56,86.5,"Straight, pedaling",
2.228528,1.19,90.44,86.56,"Straight, pedaling",
2.330031,1.13,90.75,86.81,"Straight, pedaling",
2.428645,-0.31,91.75,87.25,"Straight, pedaling",
2.530266,-1.44,92.44,87.37,"Straight, pedaling",
2.628837,-1.75,92.5,87.31,"Straight, pedaling",
2.730462,-0.8799999999999999,91.94,87.19,"Straight, pedaling",
2.829034,0.0,91.62,87.0,"Straight, pedaling",
2.930627,0.5,91.37,86.94,"Straight, pedaling",
3.029173,1.1800000000000002,91.25,87.0,"Straight, pedaling",
3.130725,0.87,91.44,87.0,"Straight, pedaling",
3.230007,0.38,91.81,87.19,"Straight, pedaling",
3.328574,0.13,92.19,87.56,"Straight, pedaling",
3.430129,-0.44,92.87,87.81,"Straight, pedaling",
3.528719,-1.8199999999999998,93.31,87.81,"Straight, pedaling",
3.630237,-2.31,93.25,87.62,"Straight, pedaling",
3.728807,-1.63,92.87,87.5,"Straight, pedaling",
3.830369,-0.75,92.56,87.5,"Straight, pedaling",
3.92894,-1.3099999999999996,92.75,87.44,"Straight, pedaling",
4.030573,-1.1900000000000004,92.62,87.12,"Straight, pedaling",
4.129177,0.6800000000000002,91.75,87.0,"Straight, pedaling",
4.228515,1.75,91.31,87.0,"Straight, pedaling",
4.330048,1.69,91.37,86.94,"Straight, pedaling",
4.428977,1.12,91.44,86.87,"Straight, pedaling",
4.530609,0.6299999999999999,91.56,86.81,"Straight, pedaling",
4.629157,-0.12,91.75,86.94,"Straight, pedaling",
4.730804,-1.12,92.0,86.94,"Straight, pedaling",
4.829355,-1.3199999999999998,91.75,86.56,"Straight, pedaling",
4.927927,0.13,90.75,86.12,"Straight, pedaling",
5.02939,1.56,90.0,85.81,"Straight, pedaling",
5.127925,1.38,90.0,85.69,"Straight, pedaling",
5.229598,0.94,90.19,85.62,"Straight, pedaling",
5.328079,1.69,89.81,85.44,"Straight, pedaling",
5.429611,3.0599999999999996,89.44,85.56,"Straight, pedaling",
5.528111,3.6199999999999997,89.37,85.75,"Straight, pedaling",
5.629642,2.6300000000000003,90.19,86.06,"Straight, pedaling",
5.728204,1.69,90.81,86.25,"Straight, pedaling",
5.829726,0.6300000000000003,91.31,86.31,"Straight, pedaling",
5.928312,0.18999999999999995,91.56,86.44,"Straight, pedaling",
6.029849,-0.69,92.0,86.75,"Straight, pedaling",
6.128422,-1.94,92.56,87.0,"Straight, pedaling",
6.230715,-1.44,92.12,86.62,"Straight, pedaling",
6.329314,-0.18999999999999995,91.25,86.31,"Straight, pedaling",
6.430949,0.06000000000000005,91.12,86.19,"Straight, pedaling",
6.529598,0.3700000000000001,90.81,86.0,"Straight, pedaling",
6.628191,1.0,90.5,85.75,"Straight, pedaling",
6.72979,2.13,89.87,85.5,"Straight, pedaling",
6.82837,2.19,89.81,85.44,"Straight, pedaling",
6.929918,1.94,90.0,85.69,"Straight, pedaling",
7.028464,2.5,89.87,85.75,"Straight, pedaling",
7.130095,0.43999999999999995,89.81,85.75,"Straight, pedaling",
7.229679,0.69,89.87,85.81,"Straight, pedaling",
7.328189,0.6200000000000001,90.12,86.06,"Straight, pedaling",
7.429724,-0.18999999999999995,90.81,86.56,"Straight, pedaling",
7.528219,-1.87,91.81,87.0,"Straight, pedaling",
7.629741,-3.75,92.87,87.5,"Straight, pedaling",
7.728302,-5.5600000000000005,93.37,87.62,"Straight, pedaling",
7.82984,-5.25,92.94,87.37,"Straight, pedaling",
7.928466,-3.69,92.0,87.0,"Straight, pedaling",
8.030046,-2.44,91.44,86.69,"Straight, pedaling",
8.128656,-1.6800000000000002,91.31,86.81,"Straight, pedaling",
8.228548,-1.81,91.69,87.12,"Straight, pedaling",
8.330099,-0.37,92.62,87.56,"Straight, pedaling",
8.428667,-1.5699999999999998,93.31,87.87,"Straight, pedaling",
8.530224,-1.88,93.44,87.87,"Straight, pedaling",
8.628831,-1.25,93.25,87.87,"Straight, pedaling",
8.730445,-1.0,93.25,88.12,"Straight, pedaling",
8.829022,-2.5600000000000005,94.06,88.44,"Straight, pedaling",
8.928386,-3.5600000000000005,94.44,88.5,"Straight, pedaling",
9.029936,-3.5599999999999996,94.19,88.31,"Straight, pedaling",
9.128563,-2.62,93.69,88.06,"Straight, pedaling",
9.230864,-2.0,93.31,87.87,"Straight, pedaling",
9.329451,-1.4299999999999997,92.87,87.62,"Straight, pedaling",
9.428065,-0.8099999999999996,92.5,87.5,"Straight, pedaling",
9.52969,-0.3100000000000005,92.5,87.62,"Straight, pedaling",
9.628272,-1.1900000000000004,92.87,87.75,"Straight, pedaling",
9.729854,-2.1899999999999995,93.31,87.69,"Straight, pedaling",
9.828493,-2.0,92.87,87.37,"Straight, pedaling",
9.930022,-0.8100000000000005,92.19,87.12,"Straight, pedaling",
10.028639,0.0,91.94,87.12,"Straight, pedaling",
10.130215,-0.4400000000000004,92.19,87.37,"Straight, pedaling",
10.230162,-1.3699999999999992,92.56,87.44,"Straight, pedaling",
10.328707,-1.75,92.69,87.44,"Straight, pedaling",
10.430273,-1.7500000000000009,92.56,87.25,"Straight, pedaling",
