Time (s),Yaw,Front Roll,Rear Roll,Ride Name,Notes
0.0,0.38,90.25,85.12,"Straight, no pedaling, indoors",
0.024362,0.44,90.25,85.06,"Straight, no pedaling, indoors",
0.126134,-0.5,90.75,85.12,"Straight, no pedaling, indoors",
0.225734,-0.44,90.44,84.75,"Straight, no pedaling, indoors",
0.324443,-0.19000000000000006,90.25,84.69,"Straight, no pedaling, indoors",
0.4262,0.75,89.94,84.56,"Straight, no pedaling, indoors",
0.524714,0.8199999999999998,90.0,84.62,"Straight, no pedaling, indoors",
0.623269,0.31999999999999984,90.44,84.75,"Straight, no pedaling, indoors",
0.724964,-0.43999999999999995,90.81,84.87,"Straight, no pedaling, indoors",
0.823662,-0.8799999999999999,91.0,84.94,"Straight, no pedaling, indoors",
0.925204,-0.6299999999999999,91.12,85.12,"Straight, no pedaling, indoors",
1.023856,-0.25,91.19,85.31,"Straight, no pedaling, indoors",
1.125683,-0.1299999999999999,91.37,85.5,"Straight, no pedaling, indoors",
1.225444,-0.6299999999999999,91.75,85.69,"Straight, no pedaling, indoors",
1.324036,-1.1800000000000002,92.12,85.87,"Straight, no pedaling, indoors",
1.425765,-0.32,92.44,85.94,"Straight, no pedaling, indoors",
1.524495,-0.3700000000000001,92.5,85.94,"Straight, no pedaling, indoors",
1.62606,0.06999999999999984,92.44,86.0,"Straight, no pedaling, indoors",
1.724845,0.1200000000000001,92.5,86.06,"Straight, no pedaling, indoors",
1.823623,-0.25,92.75,86.12,"Straight, no pedaling, indoors",
1.925397,-0.56,92.75,86.12,"Straight, no pedaling, indoors",
2.02403,-0.43999999999999995,92.75,86.19,"Straight, no pedaling, indoors",
2.125765,-0.94,92.87,86.19,"Straight, no pedaling, indoors",
2.224944,-1.87,93.12,86.19,"Straight, no pedaling, indoors",
2.323537,-1.81,92.81,85.87,"Straight, no pedaling, indoors",
2.425302,-1.0,92.25,85.56,"Straight, no pedaling, indoors",
2.52405,0.18999999999999995,91.37,85.12,"Straight, no pedaling, indoors",
2.625781,0.43999999999999995,91.0,84.94,"Straight, no pedaling, indoors",
2.724339,0.37,91.06,84.94,"Straight, no pedaling, indoors",
2.826054,0.31999999999999995,91.25,85.56,"Straight, no pedaling, indoors",
2.924742,0.06000000000000005,91.31,85.62,"Straight, no pedaling, indoors",
3.023235,0.31000000000000005,91.12,85.44,"Straight, no pedaling, indoors",
3.124977,0.6200000000000001,91.12,85.56,"Straight, no pedaling, indoors",
3.224401,0.94,91.06,85.62,"Straight, no pedaling, indoors",
3.326199,1.13,91.06,85.62,"Straight, no pedaling, indoors",
3.424778,0.75,91.31,85.75,"Straight, no pedaling, indoors",
3.523439,0.18999999999999995,91.62,85.81,"Straight, no pedaling, indoors",
3.625146,0.18999999999999995,91.75,86.06,"Straight, no pedaling, indoors",
3.723655,0.31000000000000005,91.75,86.06,"Straight, no pedaling, indoors",
3.825365,0.43000000000000016,91.75,86.12,"Straight, no pedaling, indoors",
3.924164,0.69,91.69,86.06,"Straight, no pedaling, indoors",
4.025862,1.0699999999999998,91.75,86.25,"Straight, no pedaling, indoors",
4.124437,0.6299999999999999,92.0,86.37,"Straight, no pedaling, indoors",
4.22377,0.1200000000000001,92.31,86.5,"Straight, no pedaling, indoors",
4.325439,0.0,92.44,86.75,"Straight, no pedaling, indoors",
4.424027,0.43999999999999995,92.31,86.75,"Straight, no pedaling, indoors",
4.525659,0.6299999999999999,92.31,86.94,"Straight, no pedaling, indoors",
4.624365,0.43999999999999995,92.56,87.12,"Straight, no pedaling, indoors",
4.725967,0.5,92.5,87.25,"Straight, no pedaling, indoors",
4.824687,0.43999999999999995,92.56,87.25,"Straight, no pedaling, indoors",
4.923431,0.2599999999999998,92.62,87.31,"Straight, no pedaling, indoors",
5.02496,-0.31,92.75,87.37,"Straight, no pedaling, indoors",
5.123561,-0.56,92.75,87.37,"Straight, no pedaling, indoors",
5.226034,-0.44,92.56,87.19,"Straight, no pedaling, indoors",
5.324763,0.31,92.19,87.0,"Straight, no pedaling, indoors",
5.423414,0.6799999999999999,92.0,86.87,"Straight, no pedaling, indoors",
5.525228,0.6799999999999999,92.0,86.87,"Straight, no pedaling, indoors",
5.624032,0.37,92.06,86.81,"Straight, no pedaling, indoors",
5.725826,0.06,91.94,86.69,"Straight, no pedaling, indoors",
5.824373,0.38,91.87,86.69,"Straight, no pedaling, indoors",
5.92606,0.5,91.69,86.62,"Straight, no pedaling, indoors",
6.024799,1.13,91.37,86.44,"Straight, no pedaling, indoors",
6.12357,0.25000000000000006,91.12,86.25,"Straight, no pedaling, indoors",
6.225574,0.5,90.87,86.0,"Straight, no pedaling, indoors",
6.324273,0.8799999999999999,90.62,85.94,"Straight, no pedaling, indoors",
6.426032,1.44,90.37,85.75,"Straight, no pedaling, indoors",
